cell,microcell,location_x,location_y,household_number,Susceptible
-2133014999,14536759,0.8645744902988405,0.3865205247564263,5,17
-2133014981,-2132946861,0.9138266030538533,0.6367961792698767,5,20
-2133014981,14536825,0.9138266030538533,0.6367961792698767,5,24
-2133014963,14536873,0.20522808147468652,0.37818242650158684,5,26
-2133014963,14539530,0.20522808147468652,0.37818242650158684,5,27
-2133014945,14536939,0.8439177805606436,0.506067981019588,5,37
-2133014945,14539548,0.8439177805606436,0.506067981019588,5,23
-2133014927,-2132944063,0.16908133732685438,0.15123646354480247,5,22
-2133014927,14539629,0.16908133732685438,0.15123646354480247,5,28
-2133014909,-2132943958,0.9315195039252566,0.5349139009702347,5,24
-2133014909,14542343,0.9315195039252566,0.5349139009702347,5,30
-2133014891,-2132943880,0.388198419557518,0.9172480934355629,5,31
-2133014891,-2132941271,0.388198419557518,0.9172480934355629,5,29
-2133014873,-2132941229,0.8608774903046468,0.8858366769024341,5,21
-2133014873,-2132941178,0.8608774903046468,0.8858366769024341,5,30
-2133014855,14542523,0.5960096889666067,0.9382089674330266,5,23
-2133014855,14544388,0.5960096889666067,0.9382089674330266,5,32
-2133014837,-2132939244,0.2555977016387416,0.4919443071171793,5,22
-2133014837,-2132939190,0.2555977016387416,0.4919443071171793,5,27
-2133014819,14544493,0.3780895350593707,0.23547443007943947,5,29
-2133014819,-2132939094,0.3780895350593707,0.23547443007943947,5,21
-2133014801,14544586,0.8230770857618774,0.5749740737717927,5,28
-2133014801,14546442,0.8230770857618774,0.5749740737717927,5,22
14470660,14546475,0.7788206142585914,0.3985107300751144,5,17
14470660,-2132937205,0.7788206142585914,0.3985107300751144,5,16
-2133012972,-2132937091,0.9628006952320419,0.22464828155271443,5,28
-2133012972,14546601,0.9628006952320419,0.22464828155271443,5,29
-2133012954,-2132937022,0.9699166602685708,0.07681643135775473,5,30
-2133012954,-2132934904,0.9699166602685708,0.07681643135775473,5,22
-2133012936,-2132934895,0.8339606123050145,0.7421158070350139,4,17
-2133012936,14548803,0.8339606123050145,0.7421158070350139,5,34
-2133012918,14548854,0.7661277428247404,0.1623100226082237,5,30
-2133012918,14548899,0.7661277428247404,0.1623100226082237,5,29
-2133012900,14548923,0.3052332331951385,0.9939706566998076,5,24
-2133012900,-2132932597,0.3052332331951385,0.9939706566998076,5,22
-2133012882,-2132932570,0.5274452854509374,0.9626545754172507,5,25
-2133012882,-2132932522,0.5274452854509374,0.9626545754172507,5,25
-2133012864,-2132932480,0.4501546200823249,0.0408499962919312,5,20
-2133012864,-2132932441,0.4501546200823249,0.0408499962919312,5,33
-2133012846,14551251,0.7821820495682795,0.2049462015778275,5,20
-2133012846,-2132930546,0.7821820495682795,0.2049462015778275,4,22
-2133012828,14553125,0.5658188133384418,0.6392001782009855,5,22
-2133012828,-2132930471,0.5658188133384418,0.6392001782009855,5,31
-2133012810,14553215,0.9899893617239384,0.3359917991952167,5,30
-2133012810,14553260,0.9899893617239384,0.3359917991952167,5,29
-2133012792,-2132930357,0.4886334826027301,0.27896645091331684,5,27
-2133012792,-2132928504,0.4886334826027301,0.27896645091331684,5,31
-2133012774,-2132928462,0.813537142740292,0.1472741559908547,5,25
-2133012774,14555236,0.813537142740292,0.1472741559908547,5,22
-2133012756,-2132928366,0.1646935864649507,0.7533671934326621,5,31
-2133012756,14557703,0.1646935864649507,0.7533671934326621,5,27
-2133012738,14555377,0.8627865538467748,0.16410628552447382,5,21
-2133012738,-2132925929,0.8627865538467748,0.16410628552447382,5,29
14472979,-2132925875,0.5743549370715931,0.059880591348485224,5,21
14472979,-2132925830,0.5743549370715931,0.059880591348485224,5,25
-2133010653,14557856,0.07842940520687591,0.0850497868977379,5,25
-2133010653,-2132923637,0.07842940520687591,0.0850497868977379,5,28
-2133010635,14557943,0.4794180629245194,0.9027020005153853,5,30
-2133010635,14560043,0.4794180629245194,0.9027020005153853,5,30
-2133010617,14560079,0.5626365490929278,0.12121806676283953,5,20
-2133010617,14560034,0.5626365490929278,0.12121806676283953,5,22
-2133010599,14560175,0.8951011090137029,0.7127015745310518,5,29
-2133010599,14562314,0.8951011090137029,0.7127015745310518,5,30
-2133010581,14560229,0.7175803859404154,0.4736807170520929,4,22
-2133010581,14562353,0.7175803859404154,0.4736807170520929,5,22
-2133010563,14562395,0.8094247883451386,0.2508276972608029,5,22
-2133010563,-2132921333,0.8094247883451386,0.2508276972608029,5,17
-2133010545,14562482,0.6920953479094771,0.9274396913511384,5,35
-2133010545,-2132918270,0.6920953479094771,0.9274396913511384,5,29
-2133010527,-2132921090,0.15581841020087928,0.9692367956248755,5,23
-2133010527,14565407,0.15581841020087928,0.9692367956248755,5,16
-2133010509,-2132918183,0.9994603423987642,0.5368456269681126,5,26
-2133010509,-2132918129,0.9994603423987642,0.5368456269681126,5,27
-2133010491,14565554,0.9141050817616952,0.9858620393109895,5,23
-2133010491,-2132916213,0.9141050817616952,0.9858620393109895,5,16
-2133010473,14565629,0.6531868287535486,0.3231258152388865,5,30
-2133010473,14567476,0.6531868287535486,0.3231258152388865,5,17
-2133010455,14567509,0.37571833934897636,0.44107450196415177,4,24
-2133010455,-2132916105,0.37571833934897636,0.44107450196415177,5,40
-2133010437,14567587,0.8018340617187455,0.18427560791707698,5,27
-2133010437,-2132914162,0.8018340617187455,0.18427560791707698,5,25
14475280,14567659,0.8693182819955595,0.040838911507175446,5,27
14475280,-2132914132,0.8693182819955595,0.040838911507175446,5,20
-2133008352,-2132914084,0.6937072099881658,0.9830830242662424,5,27
-2133008352,-2132914036,0.6937072099881658,0.9830830242662424,5,25
-2133008334,14569653,0.9107624552712442,0.45053926863987204,5,34
-2133008334,14571786,0.9107624552712442,0.45053926863987204,5,24
-2133008316,-2132913958,0.10947276426588348,0.05412014094386386,5,21
-2133008316,-2132911822,0.10947276426588348,0.05412014094386386,5,16
-2133008298,-2132911765,0.008453329208016336,0.12370924766056546,5,28
-2133008298,-2132911717,0.008453329208016336,0.12370924766056546,4,19
-2133008280,14571963,0.5354673688499598,0.15835582447464047,5,23
-2133008280,-2132909813,0.5354673688499598,0.15835582447464047,5,18
-2133008262,14571996,0.9642332197965735,0.14835178840975627,5,23
-2133008262,14573876,0.9642332197965735,0.14835178840975627,5,19
-2133008244,14573909,0.08464139796220449,0.902640649847729,5,24
-2133008244,14573867,0.08464139796220449,0.902640649847729,5,26
-2133008226,-2132909669,0.2776432907693851,0.3331088659732028,5,30
-2133008226,14576135,0.2776432907693851,0.3331088659732028,5,23
-2133008208,14574053,0.028412798085471702,0.08048540804319704,5,22
-2133008208,-2132907494,0.028412798085471702,0.08048540804319704,5,23
-2133008190,14576198,0.20056212490953984,0.07677202259117621,5,27
-2133008190,-2132907404,0.20056212490953984,0.07677202259117621,5,25
-2133008172,14576276,0.30302257448853887,0.45790754375659826,5,30
-2133008172,14578186,0.30302257448853887,0.45790754375659826,5,29
-2133008154,-2132907287,0.11391857099252811,0.6661227141710445,5,21
-2133008154,-2132905446,0.11391857099252811,0.6661227141710445,5,18
-2133008136,-2132905401,0.057933040323020935,0.7572233507898056,5,36
-2133008136,14578303,0.057933040323020935,0.7572233507898056,5,28
14477325,-2132905314,0.64741214425382,0.9835619820186593,5,19
14477325,14580749,0.64741214425382,0.9835619820186593,5,36
-2133006307,14578426,0.5633862748712924,0.25934629858950886,5,25
-2133006307,-2132902862,0.5633862748712924,0.25934629858950886,5,17
-2133006289,-2132902835,0.001588402091482588,0.1750041647871553,5,26
-2133006289,14580872,0.001588402091482588,0.1750041647871553,5,24
-2133006271,-2132902733,0.6378055486675756,0.35274475915181924,5,24
-2133006271,-2132900856,0.6378055486675756,0.35274475915181924,5,15
-2133006253,-2132902658,0.3303493850785819,0.43463146822259924,5,30
-2133006253,14582833,0.3303493850785819,0.43463146822259924,5,33
-2133006235,14582869,0.8196414290296683,0.6685486096051036,5,28
-2133006235,-2132900745,0.8196414290296683,0.6685486096051036,5,19
-2133006217,14582947,0.6719688124374253,0.15093079333404447,5,24
-2133006217,-2132898037,0.6719688124374253,0.15093079333404447,5,27
-2133006199,14583004,0.5681763128432364,0.40075768180493554,5,24
-2133006199,14585652,0.5681763128432364,0.40075768180493554,5,26
-2133006181,-2132897962,0.6578692009324745,0.9283198324938613,5,25
-2133006181,14585730,0.6578692009324745,0.9283198324938613,5,21
-2133006163,14585772,0.4248725029760412,0.6461553115619392,5,27
-2133006163,-2132895477,0.4248725029760412,0.6461553115619392,5,24
-2133006145,-2132897833,0.0003454157974220884,0.9101348968113013,5,23
-2133006145,-2132895441,0.0003454157974220884,0.9101348968113013,5,19
-2133006127,14588248,0.41989460558522906,0.06538008697701891,5,21
-2133006127,-2132895360,0.41989460558522906,0.06538008697701891,5,33
-2133006109,-2132895318,0.28030094694247354,0.6743767952362207,5,23
-2133006109,-2132892920,0.28030094694247354,0.6743767952362207,5,24
-2133006091,14588401,0.03858335636180665,0.6559138811914493,5,26
-2133006091,-2132892878,0.03858335636180665,0.6559138811914493,5,28
14479370,-2132892845,0.5478581004539058,0.2514764364919797,4,28
14479370,14590844,0.5478581004539058,0.2514764364919797,5,19
-2133004262,14590889,0.8196210337487654,0.1738389345100435,5,27
-2133004262,14593034,0.8196210337487654,0.1738389345100435,5,30
-2133004244,14590940,0.032428758979370476,0.20946934104232295,5,28
-2133004244,14593073,0.032428758979370476,0.20946934104232295,5,20
-2133004226,14593112,0.997248477385582,0.9321877299472762,5,22
-2133004226,-2132890613,0.997248477385582,0.9321877299472762,5,36
-2133004208,14593208,0.6946171713690512,0.40258884213168344,5,23
-2133004208,-2132888565,0.6946171713690512,0.40258884213168344,5,25
-2133004190,14593250,0.871755065510498,0.7416508939815308,5,18
-2133004190,14595133,0.871755065510498,0.7416508939815308,5,27
-2133004172,14595175,0.8628164461772609,0.007514816235554278,5,31
-2133004172,14595223,0.8628164461772609,0.007514816235554278,5,17
-2133004154,-2132888400,0.1542020032792515,0.800116262113977,5,20
-2133004154,14597895,0.1542020032792515,0.800116262113977,5,27
-2133004136,14597907,0.5290083327261941,0.28516431051202695,5,26
-2133004136,-2132885704,0.5290083327261941,0.28516431051202695,5,17
-2133004118,14597973,0.7223248351396763,0.4172823787202561,5,24
-2133004118,-2132885623,0.7223248351396763,0.4172823787202561,5,37
-2133004100,14598063,0.31087667818425013,0.16054474084645676,5,17
-2133004100,-2132883701,0.31087667818425013,0.16054474084645676,5,30
-2133004082,14598135,0.24067548766595437,0.7711345718977094,5,22
-2133004082,14599997,0.24067548766595437,0.7711345718977094,5,28
-2133004064,14600021,0.26694205143389826,0.08465661705814187,5,27
-2133004064,14599988,0.26694205143389826,0.08465661705814187,5,23
-2133004046,14600108,0.19357431517377488,0.6521910340853602,5,21
-2133004046,-2132881394,0.19357431517377488,0.6521910340853602,5,30
14481927,-2132883494,0.49441633923257555,0.3441093879582917,5,27
14481927,14602295,0.49441633923257555,0.3441093879582917,4,20
-2133001705,-2132881322,0.23125975725161207,0.8589682054887771,5,32
-2133001705,14602382,0.23125975725161207,0.8589682054887771,5,28
-2133001687,-2132881226,0.8731477989190944,0.6040484583216909,5,25
-2133001687,14604295,0.8731477989190944,0.6040484583216909,5,19
-2133001669,-2132879343,0.40058081640209786,0.3109018472149173,5,15
-2133001669,14604352,0.40058081640209786,0.3109018472149173,5,25
-2133001651,-2132879253,0.4917320827326913,0.616878993205604,5,23
-2133001651,-2132879220,0.4917320827326913,0.616878993205604,5,21
-2133001633,14604457,0.7092406771346904,0.5894091628786737,5,25
-2133001633,-2132876798,0.7092406771346904,0.5894091628786737,5,22
-2133001615,14604541,0.807403078427649,0.48328030932940513,5,20
-2133001615,14606891,0.807403078427649,0.48328030932940513,5,21
-2133001597,14606927,0.6115072250643692,0.6332208106642297,5,26
-2133001597,-2132876678,0.6115072250643692,0.6332208106642297,5,21
-2133001579,14606999,0.489044674177078,0.5734889390994612,5,22
-2133001579,-2132874741,0.489044674177078,0.5734889390994612,5,28
-2133001561,14607080,0.11830912320036979,0.8907154989176789,5,20
-2133001561,14608909,0.11830912320036979,0.8907154989176789,5,28
-2133001543,-2132874699,0.7115897997692079,0.7305481295324467,5,27
-2133001543,-2132874654,0.7115897997692079,0.7305481295324467,4,13
-2133001525,-2132874618,0.8680121744328405,0.459743509664275,5,21
-2133001525,-2132874570,0.8680121744328405,0.459743509664275,5,26
-2133001507,14609125,0.4455968984122973,0.25922009320211437,5,33
-2133001507,14611210,0.4455968984122973,0.25922009320211437,5,28
-2133001489,-2132872410,0.10383362013630615,0.3762903666741819,5,25
-2133001489,-2132872362,0.10383362013630615,0.3762903666741819,5,29
14483972,14611336,0.05395934937167357,0.9511985256352371,5,35
14483972,14613770,0.05395934937167357,0.9511985256352371,4,18
-2132999660,-2132872221,0.2517044827280631,0.1884844656045448,5,26
-2132999660,-2132869862,0.2517044827280631,0.1884844656045448,5,20
-2132999642,14613839,0.20085752663746526,0.9092877460974231,5,27
-2132999642,-2132869778,0.20085752663746526,0.9092877460974231,5,17
-2132999624,14613917,0.35838749589070684,0.0949134481726609,5,24
-2132999624,-2132868085,0.35838749589070684,0.0949134481726609,5,26
-2132999606,14613998,0.10336864194045448,0.9477004351841111,5,25
-2132999606,14615565,0.10336864194045448,0.9477004351841111,5,30
-2132999588,-2132868040,0.1763070076970673,0.7874380915380471,5,23
-2132999588,-2132867992,0.1763070076970673,0.7874380915380471,5,24
-2132999570,14615694,0.013673499497323882,0.67831557060041,5,42
-2132999570,-2132865525,0.013673499497323882,0.67831557060041,5,27
-2132999552,-2132867863,0.45354891580929935,0.7389742550368777,5,29
-2132999552,-2132865510,0.45354891580929935,0.7389742550368777,5,24
-2132999534,-2132865447,0.7636096618131897,0.6224592093341533,5,22
-2132999534,14618254,0.7636096618131897,0.6224592093341533,5,30
-2132999516,-2132865351,0.04359824450442762,0.22814499269315702,5,28
-2132999516,14620685,0.04359824450442762,0.22814499269315702,5,17
-2132999498,14618341,0.7624606024502666,0.26748679472078196,5,18
-2132999498,-2132862908,0.7624606024502666,0.26748679472078196,5,14
-2132999480,14620781,0.236559496607621,0.6915183952575191,5,34
-2132999480,-2132862839,0.236559496607621,0.6915183952575191,5,19
-2132999462,14620844,0.4282425797973872,0.5030188427776716,5,22
-2132999462,14622730,0.4282425797973872,0.5030188427776716,5,18
-2132999444,-2132862722,0.30834552065610255,0.8536124551352733,5,27
-2132999444,-2132860896,0.30834552065610255,0.8536124551352733,5,26
-2132999426,-2132860857,0.3421422936116023,0.3200253436167584,5,36
-2132999426,-2132860818,0.3421422936116023,0.3200253436167584,5,28
14486035,14622871,0.2489936164300427,0.44519132523574734,5,32
14486035,14625034,0.2489936164300427,0.44519132523574734,5,15
-2132997597,-2132860725,0.8956083431634173,0.7004628914136094,5,29
-2132997597,-2132858571,0.8956083431634173,0.7004628914136094,5,20
-2132997579,-2132858523,0.9925251097006583,0.9895608264251747,5,33
-2132997579,14625160,0.9925251097006583,0.9895608264251747,5,26
-2132997561,-2132858445,0.7496981138868799,0.4755436872522366,5,24
-2132997561,-2132856568,0.7496981138868799,0.4755436872522366,5,28
-2132997543,14627088,0.20923328524518459,0.393841240973145,5,28
-2132997543,-2132856517,0.20923328524518459,0.393841240973145,5,26
-2132997525,14627175,0.020137541811394266,0.2374148180564568,5,30
-2132997525,14627220,0.020137541811394266,0.2374148180564568,5,29
-2132997507,-2132856379,0.982608651925664,0.3660463641559526,5,35
-2132997507,-2132853240,0.982608651925664,0.3660463641559526,5,29
-2132997489,14630437,0.761224445049067,0.8532060038981713,5,18
-2132997489,14630485,0.761224445049067,0.8532060038981713,5,27
-2132997471,14630545,0.8777788730241496,0.8770143596144657,5,22
-2132997471,-2132851189,0.8777788730241496,0.8770143596144657,5,27
-2132997453,-2132853024,0.8053995111330354,0.27329013356470155,5,23
-2132997453,14632470,0.8053995111330354,0.27329013356470155,5,21
-2132997435,14632503,0.733201140405865,0.4726445887837418,5,22
-2132997435,-2132851102,0.733201140405865,0.4726445887837418,5,22
-2132997417,-2132851060,0.07594290894804612,0.6248643182645931,5,39
-2132997417,-2132851024,0.07594290894804612,0.6248643182645931,4,27
-2132997399,-2132850985,0.8497750585485445,0.16091059837920896,5,33
-2132997399,-2132848894,0.8497750585485445,0.16091059837920896,4,20
-2132997381,-2132848831,0.005406329458994774,0.8614136230628058,5,25
-2132997381,14634870,0.005406329458994774,0.8614136230628058,5,19
14488592,-2132848729,0.7890739857961241,0.0934481426399475,5,22
14488592,14636807,0.7890739857961241,0.0934481426399475,5,30
-2132995040,-2132848651,0.22976322104930258,0.18746759601189433,5,30
-2132995040,14636825,0.22976322104930258,0.18746759601189433,5,28
-2132995022,14636864,0.4753396266012986,0.8590683540066878,5,23
-2132995022,14636912,0.4753396266012986,0.8590683540066878,5,17
-2132995004,-2132846684,0.21116974751949324,0.4176185756202211,5,28
-2132995004,-2132844536,0.21116974751949324,0.4176185756202211,5,25
-2132994986,14637050,0.07445423426582232,0.9177026076601141,5,36
-2132994986,-2132844509,0.07445423426582232,0.9177026076601141,5,19
-2132994968,14639180,0.2326588559331304,0.8959465711095782,5,26
-2132994968,-2132844419,0.2326588559331304,0.8959465711095782,5,24
-2132994950,14639282,0.49858460493168166,0.1254285005601109,5,28
-2132994950,14641674,0.49858460493168166,0.1254285005601109,5,17
-2132994932,-2132844326,0.8550567706414369,0.918683596072306,5,30
-2132994932,-2132841937,0.8550567706414369,0.918683596072306,5,35
-2132994914,-2132841895,0.16438385117538545,0.9156143480222934,5,21
-2132994914,14641791,0.16438385117538545,0.9156143480222934,5,24
-2132994896,14641836,0.41952757573899124,0.31187829898728125,5,27
-2132994896,-2132839925,0.41952757573899124,0.31187829898728125,5,25
-2132994878,14643725,0.901917858289323,0.3538952126231606,5,30
-2132994878,14643764,0.901917858289323,0.3538952126231606,5,17
-2132994860,14643812,0.3773614379626009,0.3558485398306187,5,30
-2132994860,14643860,0.3773614379626009,0.3558485398306187,5,22
-2132994842,-2132839745,0.9991712358026834,0.37607479513410025,5,26
-2132994842,14645767,0.9991712358026834,0.37607479513410025,5,17
