cell,microcell,location_x,location_y,household_number,Susceptible
137872467431,137872625031,0.4120603015075377,0,5,30
137872467461,137872624863,0.4170854271356784,0,5,23
137872467461,137872625196,0.4170854271356784,0,5,21
137872467491,137872625043,0.4221105527638191,0,5,17
137872467491,137872625346,0.4221105527638191,0,5,26
137872467521,137872625202,0.4271356783919598,0,5,27
137872467521,137872625493,0.4271356783919598,0,5,15
137872467551,137872625358,0.4321608040201005,0,5,25
137872467551,137872625637,0.4321608040201005,0,5,21
137872467581,137872625499,0.4371859296482412,0,5,27
137872467581,137872633989,0.4371859296482412,0,5,21
137872467611,137872633863,0.44221105527638194,0,5,28
137872467611,137872634151,0.44221105527638194,0,5,24
137872467641,137872633995,0.4472361809045226,0,5,33
137872467641,137872634325,0.4472361809045226,0,5,20
137872467671,137872634157,0.45226130653266333,0,5,23
137872467671,137872634502,0.45226130653266333,0,5,19
137872467701,137872634337,0.457286432160804,0,5,33
137872467701,137872634646,0.457286432160804,0,5,31
137872467731,137872634508,0.4623115577889447,0,5,22
137872467731,137872634856,0.4623115577889447,0,5,27
137872467761,137872634652,0.46733668341708545,0,5,30
137872467761,137872645265,0.46733668341708545,0,5,26
137872467791,137872645127,0.4723618090452261,0,5,25
137872467791,137872645451,0.4723618090452261,0,5,22
137872467821,137872645271,0.47738693467336685,0,5,19
137872467821,137872645610,0.47738693467336685,0,5,32
137872467851,137872645463,0.4824120603015075,0,5,32
137872467851,137872645781,0.4824120603015075,0,5,27
137872467881,137872645622,0.48743718592964824,0,5,23
137872467881,137872645976,0.48743718592964824,0,4,23
137872467911,137872645793,0.49246231155778897,0,5,28
137872467911,137872646132,0.49246231155778897,0,5,32
137872467941,137872645982,0.49748743718592964,0,5,31
137872467941,137872654526,0.49748743718592964,0,5,29
137872475143,137872654340,0.5025125628140703,0,5,27
137872475143,137872654724,0.5025125628140703,0,5,18
137872475173,137872654532,0.507537688442211,0,5,20
137872475173,137872654877,0.507537688442211,0,5,32
137872475203,137872654736,0.5125628140703518,0,5,26
137872475203,137872655051,0.5125628140703518,0,5,14
137872475233,137872654883,0.5175879396984925,0,5,19
137872475233,137872655189,0.5175879396984925,0,5,27
137872475263,137872655057,0.5226130653266332,0,5,13
137872475263,137872655345,0.5226130653266332,0,5,20
137872475293,137872655195,0.5276381909547738,0,5,26
137872475293,137872663658,0.5276381909547738,0,5,28
137872475323,137872663562,0.5326633165829145,0,5,27
137872475323,137872663838,0.5326633165829145,0,4,21
137872475353,137872663664,0.5376884422110553,0,5,28
137872475353,137872664000,0.5376884422110553,0,5,22
137872475383,137872663844,0.542713567839196,0,5,23
137872475383,137872664168,0.542713567839196,0,5,29
137872475413,137872664006,0.5477386934673367,0,5,27
137872475413,137872664342,0.5477386934673367,0,5,30
137872475443,137872664174,0.5527638190954774,0,5,27
137872475443,137872664531,0.5527638190954774,0,5,26
137872475473,137872664354,0.5577889447236181,0,5,19
137872475473,137872673928,0.5577889447236181,0,5,23
137872475503,137872673802,0.5628140703517588,0,5,22
137872475503,137872674072,0.5628140703517588,0,5,22
137872475533,137872673934,0.5678391959798995,0,5,35
137872475533,137872674222,0.5678391959798995,0,5,24
137872475563,137872674078,0.5728643216080402,0,5,32
137872475563,137872674417,0.5728643216080402,0,5,27
137872475593,137872674234,0.577889447236181,0,5,29
137872475593,137872674612,0.577889447236181,0,5,25
137872475623,137872674429,0.5829145728643216,0,5,26
137872475623,137872674792,0.5829145728643216,0,5,25
137872475653,137872674618,0.5879396984924623,0,5,21
137872475653,137872684183,0.5879396984924623,0,5,28
137872475683,137872684039,0.592964824120603,0,5,22
137872475683,137872684348,0.592964824120603,0,5,16
137872475713,137872684195,0.5979899497487438,0,5,27
137872475713,137872684480,0.5979899497487438,0,5,21
137872475743,137872684354,0.6030150753768845,0,5,33
137872475743,137872684642,0.6030150753768845,0,5,34
137872475773,137872684486,0.6080402010050251,0,5,32
137872475773,137872684861,0.6080402010050251,0,5,23
137872475803,137872684654,0.6130653266331658,0,4,15
137872475803,137872685044,0.6130653266331658,0,5,33
137872475833,137872684873,0.6180904522613065,0,5,24
137872475833,137872693402,0.6180904522613065,0,5,35
137872475863,137872693252,0.6231155778894473,0,5,34
137872475863,137872693597,0.6231155778894473,0,5,30
137872475893,137872693414,0.628140703517588,0,4,22
137872475893,137872693807,0.628140703517588,0,5,23
137872475923,137872693603,0.6331658291457286,0,5,30
137872475923,137872693960,0.6331658291457286,0,5,23
137872475953,137872693819,0.6381909547738693,0,5,20
137872475953,137872694137,0.6381909547738693,0,5,26
137872475983,137872693972,0.6432160804020101,0,5,33
137872475983,137872704537,0.6432160804020101,0,5,27
137872476013,137872704519,0.6482412060301508,0,5,26
137872476013,137872704735,0.6482412060301508,0,5,19
137872476043,137872704543,0.6532663316582915,0,5,26
137872476043,137872704888,0.6532663316582915,0,5,37
137872476073,137872704747,0.6582914572864321,0,5,20
137872476073,137872705095,0.6582914572864321,0,5,25
137872476103,137872704900,0.6633165829145728,0,5,31
137872476103,137872705248,0.6633165829145728,0,5,28
137872476133,137872705107,0.6683417085427136,0,4,27
137872476133,137872705443,0.6683417085427136,0,5,27
137872481287,137872705260,0.6733668341708543,0,5,23
137872481287,137872713819,0.6733668341708543,0,5,22
137872481317,137872713735,0.678391959798995,0,5,29
137872481317,137872713972,0.678391959798995,0,5,29
137872481347,137872713831,0.6834170854271356,0,5,30
137872481347,137872714164,0.6834170854271356,0,5,32
137872481377,137872713978,0.6884422110552764,0,5,25
137872481377,137872714368,0.6884422110552764,0,5,25
137872481407,137872714170,0.6934673366834171,0,5,29
137872481407,137872714536,0.6934673366834171,0,5,27
137872481437,137872714374,0.6984924623115578,0,5,27
137872481437,137872714722,0.6984924623115578,0,5,29
137872481467,137872714542,0.7035175879396985,0,5,31
137872481467,137872722080,0.7035175879396985,0,5,22
137872481497,137872721930,0.7085427135678392,0,5,23
137872481497,137872722257,0.7085427135678392,0,4,18
137872481527,137872722092,0.7135678391959799,0,5,26
137872481527,137872722398,0.7135678391959799,0,4,16
137872481557,137872722269,0.7185929648241206,0,5,24
137872481557,137872722542,0.7185929648241206,0,5,25
137872481587,137872722404,0.7236180904522613,0,5,22
137872481587,137872722707,0.7236180904522613,0,5,26
137872481617,137872722554,0.7286432160804021,0,5,16
137872481617,137872722869,0.7286432160804021,0,5,16
137872481647,137872722713,0.7336683417085427,0,5,30
137872481647,137872733227,0.7336683417085427,0,5,23
137872481677,137872733194,0.7386934673366834,0,5,19
137872481677,137872733404,0.7386934673366834,0,5,25
137872481707,137872733239,0.7437185929648241,0,5,29
137872481707,137872733554,0.7437185929648241,0,5,21
137872481737,137872733410,0.7487437185929648,0,5,26
137872481737,137872733722,0.7487437185929648,0,5,18
137872481767,137872733560,0.7537688442211056,0,5,17
137872481767,137872733872,0.7537688442211056,0,5,25
137872481797,137872733728,0.7587939698492463,0,5,25
137872481797,137872734016,0.7587939698492463,0,5,27
137872481827,137872733878,0.7638190954773869,0,5,28
137872481827,137872734190,0.7638190954773869,0,5,35
137872481857,137872734022,0.7688442211055276,0,5,25
137872481857,137872742593,0.7688442211055276,0,5,23
137872481887,137872742407,0.7738693467336684,0,5,29
137872481887,137872742755,0.7738693467336684,0,5,22
137872481917,137872742599,0.7788944723618091,0,5,24
137872481917,137872742926,0.7788944723618091,0,5,18
137872481947,137872742767,0.7839195979899498,0,5,16
137872481947,137872743070,0.7839195979899498,0,5,34
137872481977,137872742932,0.7889447236180904,0,5,30
137872481977,137872743238,0.7889447236180904,0,5,27
137872482007,137872743076,0.7939698492462312,0,5,24
137872482007,137872743256,0.7939698492462312,0,5,20
137872482037,137872743247,0.7989949748743719,0,5,20
137872482037,137872751773,0.7989949748743719,0,5,22
137872482067,137872751629,0.8040201005025126,0,5,26
137872482067,137872751917,0.8040201005025126,0,5,28
137872482097,137872751779,0.8090452261306533,0,5,27
137872482097,137872752097,0.8090452261306533,0,5,22
137872482127,137872751923,0.8140703517587939,0,5,34
137872482127,137872752262,0.8140703517587939,0,5,28
137872482157,137872752109,0.8190954773869347,0,5,26
137872482157,137872752466,0.8190954773869347,0,5,26
137872482187,137872752268,0.8241206030150754,0,5,24
137872482187,137872752280,0.8241206030150754,0,5,22
137872482217,137872752475,0.8291457286432161,0,5,23
137872482217,137872760992,0.8291457286432161,0,5,28
137872482247,137872760842,0.8341708542713568,0,5,15
137872482247,137872761163,0.8341708542713568,0,5,19
137872482277,137872761004,0.8391959798994975,0,4,17
137872482277,137872761283,0.8391959798994975,0,5,17
137872489479,137872761169,0.8442211055276382,0,5,31
137872489479,137872761403,0.8442211055276382,0,5,28
137872489509,137872761289,0.8492462311557789,0,5,25
137872489509,137872761598,0.8492462311557789,0,5,19
137872489539,137872761415,0.8542713567839196,0,5,25
137872489539,137872761748,0.8542713567839196,0,5,25
137872489569,137872761604,0.8592964824120604,0,5,21
137872489569,137872774208,0.8592964824120604,0,5,25
137872489599,137872774160,0.864321608040201,0,5,24
137872489599,137872774364,0.864321608040201,0,5,27
137872489629,137872774214,0.8693467336683417,0,5,27
137872489629,137872774535,0.8693467336683417,0,5,17
137872489659,137872774376,0.8743718592964824,0,5,24
137872489659,137872774685,0.8743718592964824,0,4,27
137872489689,137872774541,0.8793969849246231,0,5,26
137872489689,137872774856,0.8793969849246231,0,5,31
137872489719,137872774697,0.8844221105527639,0,5,28
137872489719,137872775045,0.8844221105527639,0,5,21
137872489749,137872774868,0.8894472361809045,0,5,19
137872489749,137872785454,0.8894472361809045,0,5,28
137872489779,137872785421,0.8944723618090452,0,5,17
137872489779,137872785613,0.8944723618090452,0,5,27
137872489809,137872785466,0.8994974874371859,0,5,34
137872489809,137872785763,0.8994974874371859,0,5,27
137872489839,137872785619,0.9045226130653267,0,5,24
137872489839,137872785964,0.9045226130653267,0,5,27
137872489869,137872785775,0.9095477386934674,0,5,25
137872489869,137872786135,0.9095477386934674,0,5,26
137872489899,137872785976,0.914572864321608,0,5,34
137872489899,137872786306,0.914572864321608,0,5,24
137872489929,137872786147,0.9195979899497487,0,5,35
137872489929,137872792646,0.9195979899497487,0,5,32
137872489959,137872792586,0.9246231155778895,0,5,21
137872489959,137872792865,0.9246231155778895,0,5,18
137872489989,137872792658,0.9296482412060302,0,5,19
137872489989,137872793000,0.9296482412060302,0,5,16
137872490019,137872792877,0.9346733668341709,0,5,20
137872490019,137872793123,0.9346733668341709,0,5,28
137872490049,137872793012,0.9396984924623115,0,5,19
137872490049,137872793285,0.9396984924623115,0,5,24
137872490079,137872793129,0.9447236180904522,0,5,32
137872490079,137872793432,0.9447236180904522,0,5,17
137872490109,137872793297,0.949748743718593,0,5,31
137872490109,137872793597,0.949748743718593,0,5,24
137872490139,137872793444,0.9547738693467337,0,4,21
137872490139,137872934072,0.9547738693467337,0,5,29
137872490169,137872933904,0.9597989949748744,0,5,28
137872490169,137872934240,0.9597989949748744,0,5,33
137872490199,137872934078,0.964824120603015,0,5,29
137872490199,137872934441,0.964824120603015,0,5,30
137872490229,137872934252,0.9698492462311558,0,5,23
137872490229,137872934636,0.9698492462311558,0,5,22
137872490259,137872934453,0.9748743718592965,0,5,30
137872490259,137872934789,0.9748743718592965,0,5,30
137872490289,137872934648,0.9798994974874372,0,5,38
137872490289,137872944207,0.9798994974874372,0,5,23
137872490319,137872944135,0.9849246231155779,0,5,23
137872490319,137872944408,0.9849246231155779,0,5,28
137872490349,137872944219,0.9899497487437187,0,5,22
137872490349,137872944579,0.9899497487437187,0,5,32
137872490379,137872944420,0.9949748743718593,0,5,27
137872490379,137872944759,0.9949748743718593,0,5,21
137872490409,137872944585,1.0,0,5,24
137872490409,137872944921,1.0,0,5,20
